SW-DOWNLOAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parametric
Site,Product,SerialNumber,Special Build Name,Special Build Description,Unit Number,Station ID,Test Pass/Fail Status,StartTime,EndTime,List of Failing Tests,Version,BMLB-Serial Number,BMLB-Vendor,BTY-Serial Number,BTY-Vendor,CGS-Serial Number,CGS-Vendor,CYC-Serial Number,CYC-Vendor,HOOP-Serial Number,HOOP-Vendor,HSGA-Serial Number,HSGA-Vendor,MLB-Serial Number,MLB-Vendor,PEARL-Serial Number,PEARL-Vendor,FP_SN,JULIET_SN,OS_BUILD_VERSION_FATP,ROMEO_SN,STATION_STRING,DCSD FINISH,DCSD LOG-COLLECTION,DCSD REPORT-DATA-WRITE-CB,DCSD RESTORE  9 - The operation couldn’t be completed. (AMRestoreErrorDomain error 9 - Failed to receive message from device might be conn,DCSD RESTORE,DCSD START,hidd_nonui display ECIDCount,hidd_nonui display_on_time EFI,hidd_nonui display_on_time NonUI,hidd_nonui display_on_time Total,MAX_TEMP pmu TDEV1,MAX_TEMP pmu TDEV2,MAX_TEMP pmu TDEV3,MAX_TEMP pmu TDEV4,MAX_TEMP pmu TDEV5,MAX_TEMP soc THERMAL0,MAX_TEMP soc THERMAL1,MAX_TEMP soc THERMAL2,MIN_TEMP pmu TDEV1,MIN_TEMP pmu TDEV2,MIN_TEMP pmu TDEV3,MIN_TEMP pmu TDEV4,MIN_TEMP pmu TDEV5,MIN_TEMP soc THERMAL0,MIN_TEMP soc THERMAL1,MIN_TEMP soc THERMAL2,STOP_TESTABLE_DEVICE CHECK_PROCESS_CONTROL,TestGroup Failure Action,UsbLocation UsbLocation
FXGL,D54,G6TZM00GPF68,D54-PRO1,D54-PRO1_2G6BHC,,FXGL_C03-4F-RD01_1_SW-DOWNLOAD,FAIL,2019-11-07 09:28:00,2019-11-07 09:29:28,TestGroup Failure Action,0.0.2-unknown,C079433001XMVW39,Foxconn,F5D94125NYUNR851B,Desay Battery Co. Ltd.,G6T94430021PFL4AE,FXGL,DLC940104LGLCTV2P,ICT-Lanto Limited,GH9939210EANY1418,NSTD,G6T94430001PG2XAC,FXGL,C0794320037P5632,Foxconn,G6T9435001EPG32AP,FXGL,FWP9385Z3YVMVFYJ9,F6D939602H3N96530,unknown,DN893656R74N2855L,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487657472
FXGL,D54,G6TZM00GPF68,D54-PRO1,D54-PRO1_2G6BHC,,FXGL_C03-4F-RD01_1_SW-DOWNLOAD,FAIL,2019-11-07 09:29:34,2019-11-07 09:31:01,TestGroup Failure Action,0.0.2-unknown,C079433001XMVW39,Foxconn,F5D94125NYUNR851B,Desay Battery Co. Ltd.,G6T94430021PFL4AE,FXGL,DLC940104LGLCTV2P,ICT-Lanto Limited,GH9939210EANY1418,NSTD,G6T94430001PG2XAC,FXGL,C0794320037P5632,Foxconn,G6T9435001EPG32AP,FXGL,FWP9385Z3YVMVFYJ9,F6D939602H3N96530,unknown,DN893656R74N2855L,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487657472
FXGL,D54,G6TZM00GPF68,D54-PRO1,D54-PRO1_2G6BHC,,FXGL_C03-4F-RD01_1_SW-DOWNLOAD,FAIL,2019-11-07 09:51:06,2019-11-07 09:52:35,TestGroup Failure Action,0.0.2-unknown,C079433001XMVW39,Foxconn,F5D94125NYUNR851B,Desay Battery Co. Ltd.,G6T94430021PFL4AE,FXGL,DLC940104LGLCTV2P,ICT-Lanto Limited,GH9939210EANY1418,NSTD,G6T94430001PG2XAC,FXGL,C0794320037P5632,Foxconn,G6T9435001EPG32AP,FXGL,FWP9385Z3YVMVFYJ9,F6D939602H3N96530,unknown,DN893656R74N2855L,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487657472
FXGL,D54,G6TZM00GPF68,D54-PRO1,D54-PRO1_2G6BHC,,FXGL_C03-4F-RD01_1_SW-DOWNLOAD,FAIL,2019-11-07 09:53:04,2019-11-07 09:54:32,TestGroup Failure Action,0.0.2-unknown,C079433001XMVW39,Foxconn,F5D94125NYUNR851B,Desay Battery Co. Ltd.,G6T94430021PFL4AE,FXGL,DLC940104LGLCTV2P,ICT-Lanto Limited,GH9939210EANY1418,NSTD,G6T94430001PG2XAC,FXGL,C0794320037P5632,Foxconn,G6T9435001EPG32AP,FXGL,FWP9385Z3YVMVFYJ9,F6D939602H3N96530,unknown,DN893656R74N2855L,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487657472
FXGL,D54,G6TZM00GPF68,D54-PRO1,D54-PRO1_2G6BHC,,FXGL_C03-4F-RD01_1_SW-DOWNLOAD,FAIL,2019-11-07 09:56:09,2019-11-07 09:57:36,TestGroup Failure Action,0.0.2-unknown,C079433001XMVW39,Foxconn,F5D94125NYUNR851B,Desay Battery Co. Ltd.,G6T94430021PFL4AE,FXGL,DLC940104LGLCTV2P,ICT-Lanto Limited,GH9939210EANY1418,NSTD,G6T94430001PG2XAC,FXGL,C0794320037P5632,Foxconn,G6T9435001EPG32AP,FXGL,FWP9385Z3YVMVFYJ9,F6D939602H3N96530,unknown,DN893656R74N2855L,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487657472
FXGL,D54,G6TZM00GPF68,D54-PRO1,D54-PRO1_2G6BHC,,FXGL_C03-4F-RD01_1_SW-DOWNLOAD,FAIL,2019-11-07 09:58:12,2019-11-07 09:59:40,TestGroup Failure Action,0.0.2-unknown,C079433001XMVW39,Foxconn,F5D94125NYUNR851B,Desay Battery Co. Ltd.,G6T94430021PFL4AE,FXGL,DLC940104LGLCTV2P,ICT-Lanto Limited,GH9939210EANY1418,NSTD,G6T94430001PG2XAC,FXGL,C0794320037P5632,Foxconn,G6T9435001EPG32AP,FXGL,FWP9385Z3YVMVFYJ9,F6D939602H3N96530,unknown,DN893656R74N2855L,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487657472
FXGL,D54,G6TZM00HPF76,D54-PRO1,D54-PRO1_3R4WY,,FXGL_C01-5F-DQE_11_SW-DOWNLOAD,PASS,2019-11-07 08:42:12,2019-11-07 08:51:12,,0.0.2-18A21371e,C079434007DNY9L5,Foxconn,F8Y942700EXNR871T,Sunwoda Electronics Co. Ltd.,G6T9443000RPFL4AW,FXGL,DLC94350036LCTV27,ICT-Lanto Limited,GH9943310BCNY141X,NSTD,G6T9443000FPFL1A9,FXGL,C0794330049P5652,Foxconn,G6T9437004LPG32A6,FXGL,FWP9364Z645MVFYD0,F6D93710332N96577,18A21371e,F8P9381046GN2862D,Miss bbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,5,75987,49066,125053,41.6,44.62,42.52,46.29,46.13,43.17,44.15,0,33.64,34.39,33.73,34.87,34.01,32.43,32.65,0,,,437392144
FXGL,D54,G6TZM00HPF76,D54-PRO1,D54-PRO1_3R4WY,,FXGL_C01-5F-DQE_22_SW-DOWNLOAD,PASS,2019-11-07 09:27:41,2019-11-07 09:38:42,,0.0.2-18A21371e,C079434007DNY9L5,Foxconn,F8Y942700EXNR871T,Sunwoda Electronics Co. Ltd.,G6T9443000RPFL4AW,FXGL,DLC94350036LCTV27,ICT-Lanto Limited,GH9943310BCNY141X,NSTD,G6T9443000FPFL1A9,FXGL,C0794330049P5652,Foxconn,G6T9437004LPG32A6,FXGL,FWP9364Z645MVFYD0,F6D93710332N96577,18A21371e,F8P9381046GN2862D,Miss bbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,5,76200,49970,126170,,,,,,,,,,,,,,,,,,,487801088
FXGL,D54,G6TZM00JPF76,D54-PRO1,D54-PRO1_3R4WY,,FXGL_C01-5F-DQE_22_SW-DOWNLOAD,PASS,2019-11-07 08:44:25,2019-11-07 09:01:00,,0.0.2-18A21371e,C079434000LNY9L5,Foxconn,F8Y942700WPNR871M,Sunwoda Electronics Co. Ltd.,G6T94430001PFL4AL,FXGL,DLC94350034LCTV29,ICT-Lanto Limited,GH9943310RQNY141B,NSTD,G6T9443000WPFL1AU,FXGL,C079433007FP5652,Foxconn,G6T9437002DPG32AK,FXGL,FWP9364Z6T9MVFYDV,F6D9371035LN9657H,18A21371e,F8P938102MQN2862W,Miss bbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,3,99710,89401,189111,40.09,42.79,41.09,43.9,43.76,41.9,42.87,0,33.36,34.39,33.68,34.53,34.11,32.64,33.06,0,,,487801088
FXGL,D54,G6TZM00TPF7D,D54-PRO1,D54-PRO1_3G16WY,,FXGL_C04-5F-BIR_4_SW-DOWNLOAD,PASS,2019-11-07 08:34:35,2019-11-07 08:41:58,,0.0.2-18A21371m,,,,,,,,,,,,,,,,,FWP9364Z4S4MVFYD5,DNM937300N3N96462,18A21371m,DN893659S6AN28557,Miss CmClbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,3,30154,12821,42975,40.77,43.76,41.99,44.33,41.6,44.31,43.23,0,34.78,36.33,35.67,37.23,35.82,41.42,41.57,0,,,336658432
FXGL,D54,G6TZM00YPF6M,D54-PRO1,D54-PRO1_2G14B,,FXGL_C04-5FT-01A_4_SW-DOWNLOAD,PASS,2019-11-07 09:54:27,2019-11-07 10:03:22,,0.0.2-18A21371m,,,,,,,,,,,,,,,,,FWP9385Z4L0MVFYJ5,DNM938201LBN96429,18A21371m,DN893659USEN28559,Miss CmClHmClpcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487788544
FXGL,D54,G6TZM011PF76,D54-PRO1,D54-PRO1_3R4WY,,FXGL_C01-5F-DQE_22_SW-DOWNLOAD,PASS,2019-11-07 08:44:19,2019-11-07 09:00:58,,0.0.2-18A21371e,C0794340007NY9L5,Foxconn,F8Y942700WMNR871P,Sunwoda Electronics Co. Ltd.,G6T9443000LPFL4A1,FXGL,DLC9435003FLCTV2Y,ICT-Lanto Limited,GH9943310THNY141C,NSTD,G6T94430018PFL1AD,FXGL,C0794330064P5652,Foxconn,G6T9437002WPG32A2,FXGL,FWP9364Z63EMVFYDU,F6D93710309N96579,18A21371e,F8P93810403N2862A,Miss bbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,3,110866,120828,231694,39.02,41.99,40.09,43.41,43.2,39.75,39.93,0,31.9,33.09,32.6,33.27,32.91,30.28,30.45,0,,,487789584
FXGL,D54,G6TZM011PF7D,D54-PRO1,D54-PRO1_3ITR2W,,FXGL_C01-5F-DQE_2_SW-DOWNLOAD,PASS,2019-11-07 08:57:03,2019-11-07 09:06:52,,0.0.2-18A21371j,C079432001MNY9L5,Foxconn,F8Y941400KYNR861J,Sunwoda Electronics Co. Ltd.,G6T9445000YPFL4AM,FXGL,DLC940605FALCTV24,ICT-Lanto Limited,GH993861156NY1413,NSTD,G6T94450002PFL1AL,FXGL,C079432001WP5662,Foxconn,G6T9437004HPG32A9,FXGL,FWP9393Z1XDMVFYNH,F6D93710357N9657W,18A21371j,F8P9381041LN2862Q,Miss CmClbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,3,43080,42138,85218,42.86,47.24,44.84,47.32,44.33,49.39,49.21,0,40.96,44.92,42.39,44.92,42.45,48.2,47.7,0,,,337715200
FXGL,D54,G6TZM015PF7D,D54-PRO1,D54-PRO1_3ITR2W,,FXGL_C01-5F-DQE_2_SW-DOWNLOAD,PASS,2019-11-07 08:57:05,2019-11-07 09:06:51,,0.0.2-18A21371j,C079432000HNY9L5,Foxconn,F8Y941400AGNR861T,Sunwoda Electronics Co. Ltd.,G6T9445000JPFL4A1,FXGL,DLC940605THLCTV2V,ICT-Lanto Limited,GH99386115XNY141C,NSTD,G6T94450005PFL1AH,FXGL,C0794320026P5662,Foxconn,G6T9437003YPG32AX,FXGL,FWP9393Z0DUMVFYNP,F6D937103DJN9657V,18A21371j,F8P9381041JN2862S,Miss pcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvpcrtappvCmCltcrtpspceCfgrCfg,,,,,,,4,49687,41753,91440,43.76,48.07,46.13,48.75,45.52,50.53,50.59,0,42.39,45.98,43.9,46.44,43.62,47.6,47.92,0,,,337719296
FXGL,D54,G6TZM017PF76,D54-PRO1,D54-PRO1_3R4WY,,FXGL_C04-5F-BIR_4_SW-DOWNLOAD,PASS,2019-11-07 08:34:19,2019-11-07 08:42:04,,0.0.2-18A21371m,C079434006UNY9L5,Foxconn,F8Y942700W2NR8718,Sunwoda Electronics Co. Ltd.,G6T9443000BPFL4AA,FXGL,DLC940104CVLCTV20,ICT-Lanto Limited,GH9943310QYNY1416,NSTD,G6T9443000HPFL1A7,FXGL,C079433009AP5652,Foxconn,G6T9437003KPG32AA,FXGL,FWP9364Z5D7MVFYD6,F6D937101ANN96572,18A21371m,F8P93810409N28624,Miss bbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,3,38258,26830,65088,37.78,40.52,39.14,41.53,39.67,41.76,40.81,0,29.57,30.36,29.89,30.93,30.28,27.79,28.45,0,,,337707008
FXGL,D54,G6TZM017PF7D,D54-PRO1,D54-PRO1_3ITR2W,,FXGL_C04-5FT-01A_3_SW-DOWNLOAD,PASS,2019-11-07 09:32:09,2019-11-07 09:41:04,,0.0.2-18A21371m,C0794320022NY9L5,Foxconn,F8Y941400RMNR861B,Sunwoda Electronics Co. Ltd.,G6T94450007PFL4AC,FXGL,DLC940605ESLCTV2R,ICT-Lanto Limited,GH99386115NNY141M,NSTD,G6T9445000XPFL1AR,FXGL,C079432002GP5662,Foxconn,G6T9437003SPG32A3,FXGL,FWP9393Z235MVFYN6,F6D93960376N9653S,18A21371m,DN893665322N2855T,Miss HmClpcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvShSCrSClpcrtappvCmCltcrtpspceCfgrCfg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487657472
FXGL,D54,G6TZM019PF76,D54-PRO1,D54-PRO1_3R4WY,,FXGL_C01-5F-DQE_15_SW-DOWNLOAD,PASS,2019-11-07 08:37:04,2019-11-07 08:46:13,,0.0.2-18A21371e,C079434002FNY9L5,Foxconn,F8Y942700Y1NR8713,Sunwoda Electronics Co. Ltd.,G6T94430012PFL4AG,FXGL,DLC940104QNLCTV25,ICT-Lanto Limited,GH9943310LTNY141P,NSTD,G6T9443000NPFL1A2,FXGL,C079433000DP5652,Foxconn,G6T9437002FPG32AH,FXGL,FWP9364Z680MVFYDT,F6D9371031RN9657Q,18A21371e,F8P9381041PN2862M,Miss bbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,3,31931,63621,95552,43.76,47.32,45.14,47.24,44.19,48.96,48.75,0,30.85,32.07,30.97,32.64,31.69,30.84,31.64,0,,,4245893376
FXGL,D54,G6TZM01APF76,D54-PRO1,D54-PRO1_3R4WY,,FXGL_C01-5F-DQE_22_SW-DOWNLOAD,PASS,2019-11-07 09:29:34,2019-11-07 09:41:11,,0.0.2-18A21371e,C079434001ENY9L5,Foxconn,F8Y942700YANR871U,Sunwoda Electronics Co. Ltd.,G6T94430005PFL4AG,FXGL,DLC940104BRLCTV27,ICT-Lanto Limited,GH9943310KRNY141U,NSTD,G6T9443000VPFL1AV,FXGL,C0794330052P5652,Foxconn,G6T9437002VPG32A3,FXGL,FWP9364Z4VRMVFYD9,F6D937103BHN96572,18A21371e,F8P938102NHN28620,Miss bbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,3,64779,50510,115289,43.97,48.07,45.44,49.71,49.36,45.62,46.62,0,29.93,31.56,30.53,31.86,30.97,28.65,29.15,0,,,487788816
FXGL,D54,G6TZM01BPF76,D54-PRO1,D54-PRO1_3R4WY,,FXGL_C03-1.5FT-14_2_SW-DOWNLOAD,FAIL,2019-11-07 09:51:18,2019-11-07 09:52:47,TestGroup Failure Action,0.0.2-18A21371l,C079434006KNY9L5,Foxconn,F8Y942700WHNR871T,Sunwoda Electronics Co. Ltd.,G6T94430013PFL4AF,FXGL,DLC9435002PLCTV2T,ICT-Lanto Limited,GH99434103MNY141B,NSTD,G6T9443000MPFL1A3,FXGL,C079433002QP5652,Foxconn,G6T94370046PG32AL,FXGL,FWP9364Z58SMVFYD2,F6D93710302N9657G,18A21371l,F8P938102RMN2862M,Nil,,,,,,,3,23613,103283,126896,,,,,,,,,,,,,,,,,,,487788544
FXGL,D54,G6TZM01BPF76,D54-PRO1,D54-PRO1_3R4WY,,FXGL_C03-1.5FT-14_1_SW-DOWNLOAD,FAIL,2019-11-07 09:54:32,2019-11-07 09:54:50,TestGroup Failure Action,0.0.2-unknown,C079434006KNY9L5,Foxconn,F8Y942700WHNR871T,Sunwoda Electronics Co. Ltd.,G6T94430013PFL4AF,FXGL,DLC9435002PLCTV2T,ICT-Lanto Limited,GH99434103MNY141B,NSTD,G6T9443000MPFL1A3,FXGL,C079433002QP5652,Foxconn,G6T94370046PG32AL,FXGL,FWP9364Z58SMVFYD2,F6D93710302N9657G,unknown,F8P938102RMN2862M,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487788544
FXGL,D54,G6TZM01BPF76,D54-PRO1,D54-PRO1_3R4WY,,FXGL_C03-1.5FT-14_1_SW-DOWNLOAD,FAIL,2019-11-07 09:54:55,2019-11-07 09:55:16,TestGroup Failure Action,0.0.2-unknown,C079434006KNY9L5,Foxconn,F8Y942700WHNR871T,Sunwoda Electronics Co. Ltd.,G6T94430013PFL4AF,FXGL,DLC9435002PLCTV2T,ICT-Lanto Limited,GH99434103MNY141B,NSTD,G6T9443000MPFL1A3,FXGL,C079433002QP5652,Foxconn,G6T94370046PG32AL,FXGL,FWP9364Z58SMVFYD2,F6D93710302N9657G,unknown,F8P938102RMN2862M,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487788544
FXGL,D54,G6TZM01BPF76,D54-PRO1,D54-PRO1_3R4WY,,FXGL_C03-1.5FT-14_1_SW-DOWNLOAD,FAIL,2019-11-07 09:57:19,2019-11-07 09:57:56,TestGroup Failure Action;STOP_TESTABLE_DEVICE CHECK_PROCESS_CONTROL,0.0.2-18A21371l,C079434006KNY9L5,Foxconn,F8Y942700WHNR871T,Sunwoda Electronics Co. Ltd.,G6T94430013PFL4AF,FXGL,DLC9435002PLCTV2T,ICT-Lanto Limited,GH99434103MNY141B,NSTD,G6T9443000MPFL1A3,FXGL,C079433002QP5652,Foxconn,G6T94370046PG32AL,FXGL,FWP9364Z58SMVFYD2,F6D93710302N9657G,18A21371l,F8P938102RMN2862M,Nil,,,,,,,3,23623,103316,126939,,,,,,,,,,,,,,,,,,,487788544
FXGL,D54,G6TZM01BPF76,D54-PRO1,D54-PRO1_3R4WY,,FXGL_C03-1.5FT-14_1_SW-DOWNLOAD,FAIL,2019-11-07 09:58:11,2019-11-07 09:58:35,TestGroup Failure Action,0.0.2-unknown,C079434006KNY9L5,Foxconn,F8Y942700WHNR871T,Sunwoda Electronics Co. Ltd.,G6T94430013PFL4AF,FXGL,DLC9435002PLCTV2T,ICT-Lanto Limited,GH99434103MNY141B,NSTD,G6T9443000MPFL1A3,FXGL,C079433002QP5652,Foxconn,G6T94370046PG32AL,FXGL,FWP9364Z58SMVFYD2,F6D93710302N9657G,unknown,F8P938102RMN2862M,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487788544
FXGL,D54,G6TZM01FPF76,D54-PRO1,D54-PRO1_3G17WY,,FXGL_C04-5F-RD_4_SW-DOWNLOAD,FAIL,2019-11-07 09:44:51,2019-11-07 09:46:05,TestGroup Failure Action,0.0.2-18A21371l,C0794360054NY9L5,Foxconn,F5D941280KSNR851X,Desay Battery Co. Ltd.,G6T94450012PFL4AE,FXGL,DLC94370015LCTV2C,ICT-Lanto Limited,GH9940610C5NY1417,NSTD,G6T94450018PFL1AB,FXGL,C079436005AP5652,Foxconn,G6T94440024PG32AU,FXGL,FWP9364Z45FMVFYDP,DNM937300Y0N96469,18A21371l,DN8936653H0N2855J,Nil,,,,,,,4,7656,6860,14516,69.02,76.04,72.94,76.04,74.67,78.9,79.14,0,26.8,27.79,27.22,28.51,27.57,28.43,28.56,0,,,338690048
FXGL,D54,G6TZM01FPF76,D54-PRO1,D54-PRO1_3G17WY,,FXGL_C04-5F-RD_1_SW-DOWNLOAD,PASS,2019-11-07 09:48:44,2019-11-07 09:58:28,,0.0.2-18A21371h,C0794360054NY9L5,Foxconn,F5D941280KSNR851X,Desay Battery Co. Ltd.,G6T94450012PFL4AE,FXGL,DLC94370015LCTV2C,ICT-Lanto Limited,GH9940610C5NY1417,NSTD,G6T94450018PFL1AB,FXGL,C079436005AP5652,Foxconn,G6T94440024PG32AU,FXGL,FWP9364Z45FMVFYDP,DNM937300Y0N96469,18A21371h,DN8936653H0N2855J,Miss CmClHmClGpC2pcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvShSCpcrtappvtcrtpspceCfgrCfg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487788544
FXGL,D54,G6TZM01MPF76,D54-PRO1,D54-PRO1_3G17WY,,FXGL_C04-5F-RD_4_SW-DOWNLOAD,FAIL,2019-11-07 09:44:50,2019-11-07 09:46:05,TestGroup Failure Action,0.0.2-18A21371l,C0794360053NY9L5,Foxconn,F5D94125C65NR851L,Desay Battery Co. Ltd.,G6T94450018PFL4A8,FXGL,DLC9437001ALCTV27,ICT-Lanto Limited,GH99406104DNY141P,NSTD,G6T94450017PFL1AC,FXGL,C0794360050P5652,Foxconn,G6T9444001WPG32A5,FXGL,FWP9364Z6AJMVFYD3,DNM937301S3N9646P,18A21371l,DN8936653H9N28559,Nil,,,,,,,4,23923,10965,34888,70.72,75.58,74.23,74.67,72.94,80.45,79.54,0,24.59,25.09,25.03,25.35,25.09,25.39,25.26,0,,,339738624
FXGL,D54,G6TZM01MPF76,D54-PRO1,D54-PRO1_3G17WY,,FXGL_C04-5F-RD_1_SW-DOWNLOAD,PASS,2019-11-07 09:48:44,2019-11-07 09:57:32,,0.0.2-18A21371h,C0794360053NY9L5,Foxconn,F5D94125C65NR851L,Desay Battery Co. Ltd.,G6T94450018PFL4A8,FXGL,DLC9437001ALCTV27,ICT-Lanto Limited,GH99406104DNY141P,NSTD,G6T94450017PFL1AC,FXGL,C0794360050P5652,Foxconn,G6T9444001WPG32A5,FXGL,FWP9364Z6AJMVFYD3,DNM937301S3N9646P,18A21371h,DN8936653H9N28559,Miss CmClHmClpcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvShSCpcrtappvtcrtpspceCfgrCfg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336592896
FXGL,D54,G6TZM01SPF7D,D54-PRO1,D54-PRO1_3ITR2W,,FXGL_C01-5F-DQE_11_SW-DOWNLOAD,PASS,2019-11-07 08:56:11,2019-11-07 09:05:28,,0.0.2-18A21371e,C079432003TNY9L5,Foxconn,F8Y9414011NNR861D,Sunwoda Electronics Co. Ltd.,G6T9445000WPFL4AP,FXGL,DLC940605DFLCTV25,ICT-Lanto Limited,GH9938610ZHNY141B,NSTD,G6T9445000EPFL1A8,FXGL,C079432001BP5662,Foxconn,G6T9435002FPG32AK,FXGL,FWP9393Z1XEMVFYNG,DNM937301HTN9646S,18A21371e,F8P9365021QN2865F,Miss pcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvpcrtappvCmCltcrtpspceCfgrCfg,,,,,,,3,52947,53235,106182,28,29.27,28.37,29.93,28.92,30.85,29.04,0,28,29.27,28.37,29.93,28.92,30.85,29.04,0,,,437392144
FXGL,D54,G6TZM02CPF76,D54-PRO1,D54-PRO1_3G18W,,FXGL_C04-5F-RD_4_SW-DOWNLOAD,PASS,2019-11-07 08:36:35,2019-11-07 08:44:01,,0.0.2-18A21371l,C079436004ANY9L5,Foxconn,F5D94125QBRNR8517,Desay Battery Co. Ltd.,G6T9445004KPFL4AN,FXGL,DLC940104V4LCTV28,ICT-Lanto Limited,GH994061010NY141B,NSTD,G6T9445001LPFL1AZ,FXGL,C079436003UP5652,Foxconn,G6T9444001LPG32AF,FXGL,FWP9364Z5U3MVFYDZ,DNM937300P7N9646V,18A21371l,DN893656SP9N28550,Miss CmClHmClpcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvShSCpcrtappvtcrtpspceCfgrCfg,,,,,,,4,46653,19958,66611,69.58,74.67,74.23,72.94,67.59,78.57,77.84,0,27.15,27.86,27.61,27.86,27.36,28.6,28.5,0,,,338690048
FXGL,D54,G6TZM02CPF76,D54-PRO1,D54-PRO1_3G18W,,FXGL_C04-5F-RD_1_SW-DOWNLOAD,FAIL,2019-11-07 09:39:20,2019-11-07 09:40:34,TestGroup Failure Action,0.0.2-18A21371h,C079436004ANY9L5,Foxconn,F5D94125QBRNR8517,Desay Battery Co. Ltd.,G6T9445004KPFL4AN,FXGL,DLC940104V4LCTV28,ICT-Lanto Limited,GH994061010NY141B,NSTD,G6T9445001LPFL1AZ,FXGL,C079436003UP5652,Foxconn,G6T9444001LPG32AF,FXGL,FWP9364Z5U3MVFYDZ,DNM937300P7N9646V,18A21371h,DN893656SP9N28550,Nil,,,,,,,4,46665,22697,69362,,,,,,,,,,,,,,,,,,,336592896
FXGL,D54,G6TZM02CPF76,D54-PRO1,D54-PRO1_3G18W,,FXGL_C03-4F-RD01_6_SW-DOWNLOAD,PASS,2019-11-07 09:57:03,2019-11-07 10:06:17,,0.0.2-18A21371l,C079436004ANY9L5,Foxconn,F5D94125QBRNR8517,Desay Battery Co. Ltd.,G6T9445004KPFL4AN,FXGL,DLC940104V4LCTV28,ICT-Lanto Limited,GH994061010NY141B,NSTD,G6T9445001LPFL1AZ,FXGL,C079436003UP5652,Foxconn,G6T9444001LPG32AF,FXGL,FWP9364Z5U3MVFYDZ,DNM937300P7N9646V,18A21371l,DN893656SP9N28550,Miss CmClHmClpcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvShSCpcrtappvtcrtpspceCfgrCfg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488116224
FXGL,D54,G6TZN01HPF7D,D54-PRO1,D54-PRO1_3RSQ5,,FXGL_C04-5FT-05_1_SW-DOWNLOAD,PASS,2019-11-07 08:33:21,2019-11-07 08:41:58,,0.0.2-18A21371l,,,,,,,,,,,,,,,,,FWP9385Z183MVFYJ7,F6D937101E0N9657C,18A21371l,F8P938102S0N28625,Miss bbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,4,11975,22863,34838,53.88,62.36,56.54,66.56,59.75,72.12,68.15,0,29.81,31.86,31.1,32.95,31.35,31.48,32.45,0,,,337707008
